accommodates,bathrooms,cleaning_fee,review_scores_rating,bedrooms,beds,log_price,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,instant_bookable_f,instant_bookable_t
2.0,1.0,1.0,100.0,1.0,1.0,4.744932128,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,96.0,1.0,1.0,4.682131227,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5.0,2.0,1.0,92.2,2.0,2.0,5.521460918,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4.0,1.0,1.0,94.2,1.0,1.0,4.787491743,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7.0,1.0,1.0,92.0,1.0,3.5,4.317488114,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4.0,1.5,1.0,95.0,2.0,2.0,4.997212274,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,80.5,1.0,1.0,5.783825182,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2.0,1.0,0.0,91.0,1.0,1.0,5.521460918,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,90.8,1.0,1.0,5.010635294,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,0.0,92.6,1.0,1.0,4.007333185,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,89.8,1.0,1.0,3.555348061,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,88.0,1.0,1.0,4.007333185,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,1.0,0.0,96.0,1.0,1.0,4.158883083,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,97.8,1.0,1.0,4.753590191,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6.0,2.0,1.0,97.0,3.0,3.0,6.620073207,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2.0,1.0,1.0,92.0,1.0,1.0,4.828313737,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,100.0,1.0,1.0,4.779123493,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5.0,1.0,1.0,100.0,0.0,2.0,4.744932128,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,94.0,1.0,1.0,4.682131227,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,80.5,1.0,1.0,4.94875989,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,100.0,3.0,1.0,3.688879454,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,1.0,1.0,93.0,2.0,2.0,5.857933154,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6.0,1.0,1.0,100.0,2.0,3.5,4.828313737,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,89.2,1.0,1.0,4.382026635,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
7.0,2.25,0.0,94.4,3.5,3.5,6.691621639499999,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.5,0.0,98.0,1.0,1.0,6.214608098,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,94.0,0.0,1.0,4.700480366,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3.0,1.0,1.0,100.0,1.0,1.0,4.49980967,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5.0,1.0,1.0,92.0,2.0,3.0,5.517452896,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3.0,1.0,1.0,100.0,1.0,1.0,4.691347882,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6.0,2.0,1.0,89.0,2.0,2.0,4.779123493,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,1.0,1.0,100.0,0.0,1.0,4.49980967,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,93.4,1.0,1.0,5.010635294,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,89.8,1.0,1.0,4.605170186,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,87.0,1.0,1.0,3.80666249,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,94.0,1.0,1.0,5.010635294,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,2.0,1.0,100.0,1.0,1.0,5.164785974,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,100.0,2.0,2.0,4.700480366,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,1.0,80.5,1.0,1.0,3.80666249,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,80.5,1.0,1.0,4.382026635,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6.0,1.0,1.0,92.4,2.0,2.0,5.247024072,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3.0,1.0,1.0,100.0,1.0,1.0,5.857933154,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6.0,1.0,1.0,96.0,1.0,3.5,4.574710979,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,1.0,1.0,80.5,1.0,1.0,4.094344562,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,0.0,100.0,1.0,1.0,5.010635294,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,1.0,1.0,93.0,1.0,2.0,4.859812404,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
7.0,2.0,1.0,84.0,2.0,3.0,5.087596335,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,1.0,0.0,91.2,1.0,1.0,5.010635294,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,1.0,1.0,92.0,1.0,2.0,3.871201011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4.0,2.25,1.0,100.0,2.0,2.0,5.560681631,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,95.0,1.0,1.0,3.80666249,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,1.0,1.0,80.5,1.0,1.0,4.094344562,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,1.0,1.0,97.0,1.0,1.0,4.700480366,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.0,2.0,1.0,90.6,2.0,2.0,4.700480366,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.0,1.0,1.0,96.8,1.0,2.0,5.192956851,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,93.0,1.0,1.0,4.248495242,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3.0,1.0,1.0,92.2,1.0,1.0,5.393627546,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,100.0,0.0,1.0,4.248495242,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,1.0,1.0,100.0,1.0,3.0,4.605170186,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,100.0,0.0,1.0,4.804021045,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,89.0,1.0,1.0,4.927253685,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,80.5,0.0,1.0,4.17438727,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,99.0,1.0,1.0,4.007333185,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,1.0,1.0,80.5,1.0,1.0,4.828313737,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,94.0,1.0,1.0,3.688879454,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
7.0,2.25,1.0,96.0,3.5,3.5,6.171700597,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6.0,2.0,1.0,99.0,3.0,2.0,6.551080335,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,82.2,1.0,1.0,4.553876892,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2.0,1.0,0.0,96.0,1.0,2.0,4.007333185,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,94.6,1.0,1.0,5.521460918,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7.0,2.0,1.0,96.0,2.0,3.5,5.293304825,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,85.0,1.0,1.0,4.094344562,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,2.0,1.0,92.2,1.0,1.0,4.17438727,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,89.2,0.0,1.0,3.80666249,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.0,1.0,1.0,94.0,1.0,1.0,4.976733742,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,100.0,1.0,1.0,3.912023005,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,94.0,1.0,2.0,4.17438727,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,100.0,1.0,1.0,4.060443011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2.0,1.0,1.0,88.0,1.0,1.0,4.905274778,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,89.0,1.0,2.0,4.65396035,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,93.0,1.0,1.0,4.48863637,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7.0,2.0,1.0,90.0,3.0,3.0,5.634789603,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,2.0,1.0,100.0,2.0,2.0,5.783825182,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,96.4,0.0,1.0,6.109247583,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,1.0,0.0,89.0,1.0,2.0,4.317488114,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7.0,2.0,1.0,96.0,3.0,3.5,5.937536205,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6.0,1.0,0.0,100.0,2.0,3.0,4.094344562,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,99.0,1.0,1.0,4.382026635,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3.0,1.0,0.0,93.0,1.0,1.0,4.86753445,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3.0,1.0,1.0,98.0,2.0,2.0,5.068904202,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,96.0,0.0,1.0,4.127134385,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7.0,1.0,1.0,100.0,2.0,2.0,5.298317367,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,94.0,1.0,1.0,4.465908119,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4.0,1.5,1.0,100.0,1.0,3.5,3.465735903,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,93.0,1.0,1.0,4.094344562,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,80.5,1.0,1.0,4.96284463,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6.0,1.5,0.0,100.0,1.0,3.0,5.598421959,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3.0,1.0,0.0,98.0,1.0,1.0,4.382026635,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3.0,1.0,1.0,100.0,1.0,2.0,3.871201011,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,1.0,80.5,1.0,1.0,3.496507561,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,86.8,1.0,1.0,3.401197382,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,2.0,1.0,90.0,2.0,3.5,5.616771098,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,98.0,1.0,1.0,5.521460918,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3.0,1.0,0.0,80.5,2.0,1.0,4.700480366,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3.0,1.0,1.0,99.0,1.0,1.0,4.934473933,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4.0,1.0,1.0,90.0,2.0,2.0,4.828313737,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,86.0,1.0,1.0,4.605170186,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,90.0,0.0,1.0,4.48863637,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,90.4,1.0,1.0,3.891820298,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,92.0,1.0,1.0,6.691621639499999,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,2.0,0.0,100.0,1.0,1.0,6.691621639499999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,0.0,100.0,1.0,1.0,4.007333185,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,91.8,1.0,1.0,4.343805422,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,98.0,1.0,1.0,3.555348061,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
7.0,2.25,1.0,98.0,3.0,3.5,6.214608098,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,2.0,1.0,100.0,3.0,3.0,6.527957918,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,92.8,1.0,1.0,4.828313737,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,1.0,1.0,94.0,2.0,3.0,5.010635294,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,93.0,1.0,1.0,4.248495242,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,96.0,1.0,1.0,4.605170186,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4.0,1.0,1.0,80.5,1.0,2.0,4.605170186,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2.0,1.0,1.0,100.0,1.0,1.0,5.541263545,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4.0,1.0,1.0,99.0,2.0,2.0,4.605170186,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,100.0,1.0,1.0,5.081404365,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,88.0,0.0,1.0,4.49980967,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,1.0,95.0,1.0,1.0,4.605170186,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,100.0,1.0,1.0,2.976143579500001,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,80.5,1.0,1.0,4.394449155,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
5.0,1.0,1.0,97.0,2.0,3.0,5.575949103,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,91.0,1.0,1.0,4.8978398,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
6.0,2.0,1.0,100.0,2.0,3.0,5.480638923,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,100.0,0.0,1.0,4.219507705,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,80.5,1.0,1.0,4.442651256,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5.0,1.0,0.0,100.0,1.0,3.0,3.663561646,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,1.0,1.0,97.0,1.0,1.0,4.317488114,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,1.0,1.0,95.0,1.0,1.0,4.317488114,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7.0,1.5,1.0,91.6,3.0,3.5,5.697093487,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,94.0,0.0,2.0,4.356708827,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,88.4,1.0,1.0,4.317488114,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3.0,1.0,1.0,100.0,1.0,1.0,5.164785974,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,1.0,1.0,98.0,0.0,2.0,4.976733742,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5.0,1.0,1.0,95.0,3.0,3.0,5.010635294,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,1.0,1.0,100.0,1.0,1.0,4.941642423,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6.0,1.0,1.0,93.0,2.0,3.5,5.517452896,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,96.8,0.0,1.0,5.857933154,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3.0,1.0,0.0,97.0,1.0,1.0,4.700480366,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3.0,1.0,1.0,100.0,1.0,1.0,4.605170186,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,93.0,1.0,1.0,4.442651256,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3.0,1.0,1.0,92.0,1.0,2.0,4.59511985,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3.0,0.5,1.0,97.0,1.0,2.0,3.80666249,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,1.0,100.0,1.0,1.0,4.828313737,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
6.0,1.5,1.0,100.0,2.0,2.0,4.691347882,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,2.0,1.0,80.5,2.0,2.0,5.521460918,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,100.0,1.0,1.0,4.382026635,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6.0,1.0,1.0,100.0,2.0,2.0,4.744932128,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,1.0,0.0,100.0,2.0,2.0,5.164785974,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,99.0,1.0,1.0,3.555348061,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6.0,1.0,1.0,97.0,2.0,3.5,5.616771098,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5.0,2.0,1.0,100.0,3.0,3.0,5.272999559,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,97.0,0.0,1.0,5.164785974,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4.0,1.0,1.0,87.0,1.0,1.0,4.859812404,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,89.0,1.0,1.0,5.433722004,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,100.0,1.0,1.0,4.59511985,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,94.0,1.0,1.0,4.49980967,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,1.0,1.0,80.5,1.0,2.0,4.553876892,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3.0,1.0,1.0,94.0,1.0,2.0,5.164785974,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,0.8,96.0,1.0,1.0,4.584967479,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3.0,1.0,0.0,87.0,1.0,1.0,4.59511985,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6.0,1.5,0.0,90.0,3.0,3.0,4.86753445,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,80.5,1.0,1.0,4.189654742,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,1.0,0.6,93.0,1.0,1.0,4.787491743,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,89.0,1.0,1.0,4.317488114,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,98.0,1.0,1.0,4.605170186,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4.0,1.0,1.0,93.0,0.0,1.0,5.087596335,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7.0,2.25,1.0,97.0,3.0,3.5,5.991464547,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5.0,1.0,1.0,85.0,2.0,2.0,6.261491684,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,100.0,1.0,1.0,4.382026635,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6.0,2.25,1.0,99.0,3.0,3.0,5.978885765,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,95.0,1.0,1.0,4.828313737,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3.0,1.0,1.0,95.8,1.0,2.0,3.610917913,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,100.0,1.0,1.0,5.010635294,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.5,1.0,100.0,1.0,1.0,4.127134385,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4.0,1.0,1.0,93.0,2.0,2.0,5.010635294,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
